Customer ID,Customer Name,Date of Birth,Marital Status,Date of First Purchase,Gender,Yearly Income,
TB-21595,Troy Blackwell,13-03-1960,S,1421712000,F,60000,"Insert into Customer values('TB-21595','Troy Blackwell',21988,'S',1421712000,'F',60000)"
KH-16630,Ken Heidel,25-06-1967,M,1528934400,F,60000,"Insert into Customer values('KH-16630','Ken Heidel',24648,'M',1528934400,'F',60000)"
TS-21655,Trudy Schmidt,17-11-1996,M,1460851200,F,60000,"Insert into Customer values('TS-21655','Trudy Schmidt',35386,'M',1460851200,'F',60000)"
CD-11980,Carol Darley,06-03-1969,M,1468627200,M,60000,"Insert into Customer values('CD-11980','Carol Darley',25268,'M',1468627200,'M',60000)"
DB-13360,Dennis Bolton,05-09-1992,S,1500854400,F,70000,"Insert into Customer values('DB-13360','Dennis Bolton',33852,'S',1500854400,'F',70000)"
SK-9990,Sally Knutson,01-11-1981,S,1529971200,F,80000,"Insert into Customer values('SK-9990','Sally Knutson',29891,'S',1529971200,'F',80000)"
PT-19090,Pete Takahito,11-11-1956,S,1472515200,F,70000,"Insert into Customer values('PT-19090','Pete Takahito',20770,'S',1472515200,'F',70000)"
EH-13990,Erica Hackney,16-11-1987,S,1503187200,F,70000,"Insert into Customer values('EH-13990','Erica Hackney',32097,'S',1503187200,'F',70000)"
ME-17725,Max Engle,10-06-1973,S,1426982400,M,70000,"Insert into Customer values('ME-17725','Max Engle',26825,'S',1426982400,'M',70000)"
ZD-21925,Zuschuss Donatelli,07-12-2000,M,1463616000,M,60000,"Insert into Customer values('ZD-21925','Zuschuss Donatelli',36867,'M',1463616000,'M',60000)"
MW-8235,Mitch Willingham,27-04-1983,M,1491091200,M,70000,"Insert into Customer values('MW-8235','Mitch Willingham',30433,'M',1491091200,'M',70000)"
BP-11050,Barry Pond,26-08-1955,M,1523491200,F,60000,"Insert into Customer values('BP-11050','Barry Pond',20327,'M',1523491200,'F',60000)"
RC-19960,Ryan Crowe,01-02-1981,M,1515628800,F,70000,"Insert into Customer values('RC-19960','Ryan Crowe',29618,'M',1515628800,'F',70000)"
PN-8775,Parhena Norris,09-03-1965,S,1550620800,F,80000,"Insert into Customer values('PN-8775','Parhena Norris',23810,'S',1550620800,'F',80000)"
CB-12535,Claudia Bergmann,19-05-2003,M,1548288000,M,80000,"Insert into Customer values('CB-12535','Claudia Bergmann',37760,'M',1548288000,'M',80000)"
LR-7035,Lisa Ryan,05-12-1959,S,1491264000,F,30000,"Insert into Customer values('LR-7035','Lisa Ryan',21889,'S',1491264000,'F',30000)"
JG-5160,James Galang,23-03-1976,M,1480896000,F,60000,"Insert into Customer values('JG-5160','James Galang',27842,'M',1480896000,'F',60000)"
SC-10845,Sung Chung,27-06-1951,S,1527120000,F,30000,"Insert into Customer values('SC-10845','Sung Chung',18806,'S',1527120000,'F',30000)"
DK-13225,Dean Katz,10-03-1977,M,1550707200,M,10000,"Insert into Customer values('DK-13225','Dean Katz',28194,'M',1550707200,'M',10000)"
CG-2520,Claire Gute,30-03-1962,S,1547856000,M,30000,"Insert into Customer values('CG-2520','Claire Gute',22735,'S',1547856000,'M',30000)"
RS-19870,Roy Skaria,05-05-1960,S,1425254400,F,40000,"Insert into Customer values('RS-19870','Roy Skaria',22041,'S',1425254400,'F',40000)"
DK-2835,Damala Kotsonis,14-11-1965,M,1534377600,M,40000,"Insert into Customer values('DK-2835','Damala Kotsonis',24060,'M',1534377600,'M',40000)"
CM-2385,Christopher Martinez,08-11-1971,M,1516838400,M,30000,"Insert into Customer values('CM-2385','Christopher Martinez',26245,'M',1516838400,'M',30000)"
JE-5745,Joel Eaton,19-05-1974,S,1472342400,F,30000,"Insert into Customer values('JE-5745','Joel Eaton',27168,'S',1472342400,'F',30000)"
CA-1965,Carol Adams,28-09-1967,M,1462233600,F,30000,"Insert into Customer values('CA-1965','Carol Adams',24743,'M',1462233600,'F',30000)"
Dl-3600,Dorris liebe,09-06-1990,S,1447804800,F,10000,"Insert into Customer values('Dl-3600','Dorris liebe',33033,'S',1447804800,'F',10000)"
DL-2865,Dan Lawera,19-03-1971,S,1474675200,M,40000,"Insert into Customer values('DL-2865','Dan Lawera',26011,'S',1474675200,'M',40000)"
CM-2445,Chuck Magee,25-05-1978,S,1505520000,M,30000,"Insert into Customer values('CM-2445','Chuck Magee',28635,'S',1505520000,'M',30000)"
DB-13270,Deborah Brumfield,26-12-1963,S,1525737600,M,40000,"Insert into Customer values('DB-13270','Deborah Brumfield',23371,'S',1525737600,'M',40000)"
EB-4110,Eugene Barchas,29-10-1991,M,1479340800,M,40000,"Insert into Customer values('EB-4110','Eugene Barchas',33540,'M',1479340800,'M',40000)"
BD-11620,Brian DeCherney,02-10-1952,M,1493424000,M,40000,"Insert into Customer values('BD-11620','Brian DeCherney',19269,'M',1493424000,'M',40000)"
MN-7935,Michael Nguyen,04-05-1997,M,1473465600,F,40000,"Insert into Customer values('MN-7935','Michael Nguyen',35554,'M',1473465600,'F',40000)"
DB-2910,Daniel Byrd,04-03-1973,S,1544832000,F,30000,"Insert into Customer values('DB-2910','Daniel Byrd',26727,'S',1544832000,'F',30000)"
LH-7155,Logan Haushalter,11-09-2003,M,1494028800,M,30000,"Insert into Customer values('LH-7155','Logan Haushalter',37875,'M',1494028800,'M',30000)"
JS-5940,Joni Sundaresam,13-09-1956,S,1524009600,F,40000,"Insert into Customer values('JS-5940','Joni Sundaresam',20711,'S',1524009600,'F',40000)"
GH-4410,Gary Hansen,31-05-2003,S,1536969600,M,30000,"Insert into Customer values('GH-4410','Gary Hansen',37772,'S',1536969600,'M',30000)"
SC-10380,Shahid Collister,02-11-1955,S,1427932800,M,30000,"Insert into Customer values('SC-10380','Shahid Collister',20395,'S',1427932800,'M',30000)"
SL-10155,Sara Luxemburg,03-10-1988,S,1426204800,F,40000,"Insert into Customer values('SL-10155','Sara Luxemburg',32419,'S',1426204800,'F',40000)"
EK-3795,Eileen Kiefer,04-03-1975,M,1526083200,M,40000,"Insert into Customer values('EK-3795','Eileen Kiefer',27457,'M',1526083200,'M',40000)"
PH-8790,Patricia Hirasaki,08-04-1987,M,1451865600,M,40000,"Insert into Customer values('PH-8790','Patricia Hirasaki',31875,'M',1451865600,'M',40000)"
HD-4785,Harold Dahlen,06-04-1981,M,1495670400,F,40000,"Insert into Customer values('HD-4785','Harold Dahlen',29682,'M',1495670400,'F',40000)"
CM-2190,Charlotte Melton,21-12-1950,S,1523318400,F,40000,"Insert into Customer values('CM-2190','Charlotte Melton',18618,'S',1523318400,'F',40000)"
AR-570,Anemone Ratner,23-09-1956,S,1535328000,M,40000,"Insert into Customer values('AR-570','Anemone Ratner',20721,'S',1535328000,'M',40000)"
BT-1305,Beth Thompson,29-01-2003,M,1475452800,M,70000,"Insert into Customer values('BT-1305','Beth Thompson',37650,'M',1475452800,'M',70000)"
MH-7785,Maya Herman,04-09-1963,M,1421452800,M,40000,"Insert into Customer values('MH-7785','Maya Herman',23258,'M',1421452800,'M',40000)"
SC-10260,Scott Cohen,06-03-1966,M,1503360000,M,40000,"Insert into Customer values('SC-10260','Scott Cohen',24172,'M',1503360000,'M',40000)"
LW-7125,Liz Willingham,09-06-1970,M,1562457600,M,40000,"Insert into Customer values('LW-7125','Liz Willingham',25728,'M',1562457600,'M',40000)"
SM-10905,Susan MacKendrick,24-06-1965,M,1513382400,M,40000,"Insert into Customer values('SM-10905','Susan MacKendrick',23917,'M',1513382400,'M',40000)"
TT-21265,Tim Taslimi,05-02-1970,S,1511049600,F,40000,"Insert into Customer values('TT-21265','Tim Taslimi',25604,'S',1511049600,'F',40000)"
EJ-3720,Ed Jacobs,20-04-1966,S,1515196800,M,40000,"Insert into Customer values('EJ-3720','Ed Jacobs',24217,'S',1515196800,'M',40000)"
RS-9765,Roland Schwarz,08-02-1960,S,1464307200,F,40000,"Insert into Customer values('RS-9765','Roland Schwarz',21954,'S',1464307200,'F',40000)"
EM-4095,Eudokia Martin,22-10-1972,S,1495065600,F,40000,"Insert into Customer values('EM-4095','Eudokia Martin',26594,'S',1495065600,'F',40000)"
AJ-10960,Astrea Jones,04-10-1977,S,1496448000,F,70000,"Insert into Customer values('AJ-10960','Astrea Jones',28402,'S',1496448000,'F',70000)"
BD-1770,Bryan Davis,01-05-1950,S,1456012800,F,80000,"Insert into Customer values('BD-1770','Bryan Davis',18384,'S',1456012800,'F',80000)"
BE-1410,Bobby Elias,31-12-1998,S,1503792000,M,110000,"Insert into Customer values('BE-1410','Bobby Elias',36160,'S',1503792000,'M',110000)"
KC-6255,Karen Carlisle,02-11-1996,S,1448928000,M,120000,"Insert into Customer values('KC-6255','Karen Carlisle',35371,'S',1448928000,'M',120000)"
DV-3045,Darrin Van Huff,09-12-1992,S,1425686400,F,120000,"Insert into Customer values('DV-3045','Darrin Van Huff',33947,'S',1425686400,'F',120000)"
JD-5895,Jonathan Doherty,22-05-1985,S,1464998400,M,130000,"Insert into Customer values('JD-5895','Jonathan Doherty',31189,'S',1464998400,'M',130000)"
JM-5865,John Murray,14-04-2000,M,1539043200,M,90000,"Insert into Customer values('JM-5865','John Murray',36630,'M',1539043200,'M',90000)"
JK-5205,Jamie Kunitz,23-06-1993,M,1516838400,F,90000,"Insert into Customer values('JK-5205','Jamie Kunitz',34143,'M',1516838400,'F',90000)"
CL-2700,Craig Leslie,08-03-1969,M,1508803200,M,120000,"Insert into Customer values('CL-2700','Craig Leslie',25270,'M',1508803200,'M',120000)"
GG-4650,Greg Guthrie,01-10-1971,M,1485561600,F,120000,"Insert into Customer values('GG-4650','Greg Guthrie',26207,'M',1485561600,'F',120000)"
LS-6945,Linda Southworth,09-12-1989,M,1542067200,F,130000,"Insert into Customer values('LS-6945','Linda Southworth',32851,'M',1542067200,'F',130000)"
JL-5850,John Lucas,23-11-1977,M,1558224000,M,130000,"Insert into Customer values('JL-5850','John Lucas',28452,'M',1558224000,'M',130000)"
VP-11760,Victoria Pisteka,23-09-1989,S,1421539200,M,150000,"Insert into Customer values('VP-11760','Victoria Pisteka',32774,'S',1421539200,'M',150000)"
NF-8595,Nicole Fjeld,15-03-1990,M,1544659200,M,160000,"Insert into Customer values('NF-8595','Nicole Fjeld',32947,'M',1544659200,'M',160000)"
LE-16810,Laurel Elliston,08-07-2002,M,1423699200,M,70000,"Insert into Customer values('LE-16810','Laurel Elliston',37445,'M',1423699200,'M',70000)"
JJ-5445,Jennifer Jackson,10-05-1993,M,1463356800,M,70000,"Insert into Customer values('JJ-5445','Jennifer Jackson',34099,'M',1463356800,'M',70000)"
CS-2130,Chad Sievert,28-01-1964,S,1441929600,M,70000,"Insert into Customer values('CS-2130','Chad Sievert',23404,'S',1441929600,'M',70000)"
BM-1575,Brendan Murry,24-05-1972,M,1508976000,M,70000,"Insert into Customer values('BM-1575','Brendan Murry',26443,'M',1508976000,'M',70000)"
AC-615,Ann Chong,27-11-1994,M,1427846400,M,70000,"Insert into Customer values('AC-615','Ann Chong',34665,'M',1427846400,'M',70000)"
HG-5025,Hunter Glantz,28-10-1961,S,1460851200,M,70000,"Insert into Customer values('HG-5025','Hunter Glantz',22582,'S',1460851200,'M',70000)"
TB-11400,Tom Boeckenhauer,28-06-1959,S,1442361600,F,70000,"Insert into Customer values('TB-11400','Tom Boeckenhauer',21729,'S',1442361600,'F',70000)"
RB-9330,Randy Bradley,20-05-1994,M,1522022400,M,70000,"Insert into Customer values('RB-9330','Randy Bradley',34474,'M',1522022400,'M',70000)"
JP-5460,Jennifer Patt,22-01-1982,M,1502755200,M,70000,"Insert into Customer values('JP-5460','Jennifer Patt',29973,'M',1502755200,'M',70000)"
JL-5175,James Lanier,26-12-1975,M,1481932800,M,70000,"Insert into Customer values('JL-5175','James Lanier',27754,'M',1481932800,'M',70000)"
AA-315,Alex Avila,16-09-1956,M,1456444800,M,70000,"Insert into Customer values('AA-315','Alex Avila',20714,'M',1456444800,'M',70000)"
TS-11370,Todd Sumrall,01-05-1955,M,1531094400,M,70000,"Insert into Customer values('TS-11370','Todd Sumrall',20210,'M',1531094400,'M',70000)"
SS-10140,Saphhira Shifley,23-11-1970,S,1535500800,F,70000,"Insert into Customer values('SS-10140','Saphhira Shifley',25895,'S',1535500800,'F',70000)"
DP-3000,Darren Powers,27-11-1959,S,1486339200,M,60000,"Insert into Customer values('DP-3000','Darren Powers',21881,'S',1486339200,'M',60000)"
JS-5685,Jim Sink,05-02-1960,M,1501459200,F,70000,"Insert into Customer values('JS-5685','Jim Sink',21951,'M',1501459200,'F',70000)"
PW-19240,Pierre Wener,16-01-1981,S,1469318400,F,70000,"Insert into Customer values('PW-19240','Pierre Wener',29602,'S',1469318400,'F',70000)"
NW-8400,Natalie Webber,21-10-1978,M,1459814400,M,60000,"Insert into Customer values('NW-8400','Natalie Webber',28784,'M',1459814400,'M',60000)"
TS-11340,Toby Swindell,19-08-1987,M,1513123200,M,60000,"Insert into Customer values('TS-11340','Toby Swindell',32008,'M',1513123200,'M',60000)"
JH-5985,Joseph Holt,07-07-1990,S,1518134400,F,60000,"Insert into Customer values('JH-5985','Joseph Holt',33061,'S',1518134400,'F',60000)"
NG-8355,Nat Gilpin,31-07-2004,S,1538956800,F,60000,"Insert into Customer values('NG-8355','Nat Gilpin',38199,'S',1538956800,'F',60000)"
FP-14320,Frank Preis,08-10-1970,M,1500249600,F,70000,"Insert into Customer values('FP-14320','Frank Preis',25849,'M',1500249600,'F',70000)"
SH-20395,Shahid Hopkins,04-08-1974,M,1525219200,F,70000,"Insert into Customer values('SH-20395','Shahid Hopkins',27245,'M',1525219200,'F',70000)"
JP-16135,Julie Prescott,02-03-1974,M,1520294400,M,60000,"Insert into Customer values('JP-16135','Julie Prescott',27090,'M',1520294400,'M',60000)"
JM-5250,Janet Martin,14-12-1981,M,1556064000,M,60000,"Insert into Customer values('JM-5250','Janet Martin',29934,'M',1556064000,'M',60000)"
MA-7995,Michelle Arnett,06-07-1968,S,1548979200,F,60000,"Insert into Customer values('MA-7995','Michelle Arnett',25025,'S',1548979200,'F',60000)"
DR-2940,Daniel Raglin,21-02-1999,S,1461283200,M,70000,"Insert into Customer values('DR-2940','Daniel Raglin',36212,'S',1461283200,'M',70000)"
BF-1020,Barry Französisch,06-02-1956,S,1558915200,F,70000,"Insert into Customer values('BF-1020','Barry Französisch',20491,'S',1558915200,'F',70000)"
CS-2400,Christopher Schild,05-12-2003,M,1546992000,M,70000,"Insert into Customer values('CS-2400','Christopher Schild',37960,'M',1546992000,'M',70000)"
JM-15535,Jessica Myrick,08-03-1985,M,1495670400,F,40000,"Insert into Customer values('JM-15535','Jessica Myrick',31114,'M',1495670400,'F',40000)"
JS-15940,Joni Sundaresam,03-01-1957,M,1485561600,M,40000,"Insert into Customer values('JS-15940','Joni Sundaresam',20823,'M',1485561600,'M',40000)"
AF-870,Art Ferguson,21-06-2002,M,1461369600,M,40000,"Insert into Customer values('AF-870','Art Ferguson',37428,'M',1461369600,'M',40000)"
NP-8670,Nora Paige,04-09-1987,M,1461110400,M,60000,"Insert into Customer values('NP-8670','Nora Paige',32024,'M',1461110400,'M',60000)"
SU-10665,Stephanie Ulpright,21-01-1989,M,1545436800,F,60000,"Insert into Customer values('SU-10665','Stephanie Ulpright',32529,'M',1545436800,'F',60000)"
RD-9585,Rob Dowd,14-12-1966,M,1469836800,M,60000,"Insert into Customer values('RD-9585','Rob Dowd',24455,'M',1469836800,'M',60000)"
TP-21565,Tracy Poddar,02-04-1970,M,1527724800,F,60000,"Insert into Customer values('TP-21565','Tracy Poddar',25660,'M',1527724800,'F',60000)"
LA-6780,Laura Armstrong,17-12-1988,S,1451952000,M,60000,"Insert into Customer values('LA-6780','Laura Armstrong',32494,'S',1451952000,'M',60000)"
LH-7020,Lisa Hazard,03-10-1966,S,1447113600,F,60000,"Insert into Customer values('LH-7020','Lisa Hazard',24383,'S',1447113600,'F',60000)"
JE-5475,Jeremy Ellison,09-06-1985,S,1556755200,F,60000,"Insert into Customer values('JE-5475','Jeremy Ellison',31207,'S',1556755200,'F',60000)"
ES-4080,Erin Smith,21-10-1993,S,1499212800,M,60000,"Insert into Customer values('ES-4080','Erin Smith',34263,'S',1499212800,'M',60000)"
EM-4140,Eugene Moren,06-12-1976,S,1556323200,M,70000,"Insert into Customer values('EM-4140','Eugene Moren',28100,'S',1556323200,'M',70000)"
DS-13030,Darrin Sayre,04-09-1986,M,1558224000,M,70000,"Insert into Customer values('DS-13030','Darrin Sayre',31659,'M',1558224000,'M',70000)"
ZD-11925,Zuschuss Donatelli,14-02-1992,M,1557014400,F,70000,"Insert into Customer values('ZD-11925','Zuschuss Donatelli',33648,'M',1557014400,'F',70000)"
JO-5550,Jesus Ocampo,20-11-1967,M,1463788800,F,70000,"Insert into Customer values('JO-5550','Jesus Ocampo',24796,'M',1463788800,'F',70000)"
TB-11595,Troy Blackwell,24-02-1975,S,1422316800,F,70000,"Insert into Customer values('TB-11595','Troy Blackwell',27449,'S',1422316800,'F',70000)"
GM-4500,Gene McClure,11-12-1952,M,1522368000,M,40000,"Insert into Customer values('GM-4500','Gene McClure',19339,'M',1522368000,'M',40000)"
DD-3570,Dorothy Dickinson,13-08-1990,M,1530662400,M,40000,"Insert into Customer values('DD-3570','Dorothy Dickinson',33098,'M',1530662400,'M',40000)"
FH-4365,Fred Hopkins,29-07-2003,M,1527638400,M,60000,"Insert into Customer values('FH-4365','Fred Hopkins',37831,'M',1527638400,'M',60000)"
MK-18160,Mike Kennedy,12-03-1979,S,1534723200,F,60000,"Insert into Customer values('MK-18160','Mike Kennedy',28926,'S',1534723200,'F',60000)"
NM-8445,Nathan Mautz,13-06-2005,M,1514332800,F,60000,"Insert into Customer values('NM-8445','Nathan Mautz',38516,'M',1514332800,'F',60000)"
JF-5355,Jay Fein,09-06-1970,M,1436227200,F,60000,"Insert into Customer values('JF-5355','Jay Fein',25728,'M',1436227200,'F',60000)"
BF-975,Barbara Fisher,26-06-1952,M,1469750400,F,70000,"Insert into Customer values('BF-975','Barbara Fisher',19171,'M',1469750400,'F',70000)"
SS-20875,Sung Shariari,08-07-1966,M,1469664000,M,70000,"Insert into Customer values('SS-20875','Sung Shariari',24296,'M',1469664000,'M',70000)"
PF-9165,Philip Fox,27-03-2005,M,1538265600,M,70000,"Insert into Customer values('PF-9165','Philip Fox',38438,'M',1538265600,'M',70000)"
SV-10365,Seth Vernon,25-04-1981,S,1472688000,F,70000,"Insert into Customer values('SV-10365','Seth Vernon',29701,'S',1472688000,'F',70000)"
BB-10990,Barry Blumstein,21-06-1964,S,1491609600,F,70000,"Insert into Customer values('BB-10990','Barry Blumstein',23549,'S',1491609600,'F',70000)"
PW-9240,Pierre Wener,25-01-2003,M,1431648000,M,60000,"Insert into Customer values('PW-9240','Pierre Wener',37646,'M',1431648000,'M',60000)"
JF-15490,Jeremy Farry,15-03-1972,M,1432080000,F,60000,"Insert into Customer values('JF-15490','Jeremy Farry',26373,'M',1432080000,'F',60000)"
CW-1905,Carl Weiss,06-05-2004,M,1467504000,M,60000,"Insert into Customer values('CW-1905','Carl Weiss',38113,'M',1467504000,'M',60000)"
LC-7140,Logan Currie,18-05-1992,M,1496620800,M,60000,"Insert into Customer values('LC-7140','Logan Currie',33742,'M',1496620800,'M',60000)"
HK-4890,Heather Kirkland,09-04-1984,S,1511654400,M,60000,"Insert into Customer values('HK-4890','Heather Kirkland',30781,'S',1511654400,'M',60000)"
BT-1440,Bobby Trafton,21-12-1984,M,1494806400,F,70000,"Insert into Customer values('BT-1440','Bobby Trafton',31037,'M',1494806400,'F',70000)"
RD-19810,Ross DeVincentis,17-09-1953,M,1478995200,M,170000,"Insert into Customer values('RD-19810','Ross DeVincentis',19619,'M',1478995200,'M',170000)"
KL-6645,Ken Lonsdale,13-12-1986,S,1534550400,F,110000,"Insert into Customer values('KL-6645','Ken Lonsdale',31759,'S',1534550400,'F',110000)"
VG-11805,Vivek Grady,12-12-2003,M,1529625600,F,130000,"Insert into Customer values('VG-11805','Vivek Grady',37967,'M',1529625600,'F',130000)"
PF-9225,Phillip Flathmann,19-10-2005,M,1554768000,F,150000,"Insert into Customer values('PF-9225','Phillip Flathmann',38644,'M',1554768000,'F',150000)"
AB-15,Aaron Bergman,05-01-1975,M,1522454400,F,100000,"Insert into Customer values('AB-15','Aaron Bergman',27399,'M',1522454400,'F',100000)"
LW-6990,Lindsay Williams,05-11-1961,M,1432166400,F,120000,"Insert into Customer values('LW-6990','Lindsay Williams',22590,'M',1432166400,'F',120000)"
PS-8970,Paul Stevenson,31-12-1983,M,1446508800,F,120000,"Insert into Customer values('PS-8970','Paul Stevenson',30681,'M',1446508800,'F',120000)"
LW-17125,Liz Willingham,27-04-1998,S,1454112000,F,120000,"Insert into Customer values('LW-17125','Liz Willingham',35912,'S',1454112000,'F',120000)"
